EmpID,Gender,PreviousExperience,InterviewScore,SkillScore,PersonalityScore,AftEval
E0001004094,1,1,82,65,62,0
E0001004229,1,0,55,72,78,0
E0001004304,1,0,99,44,90,0
E0001004515,0,0,46,42,76,0
E0001004886,0,0,67,84,62,0
E0001004891,0,2,54,95,67,0
E0001005185,0,0,94,49,61,0
E0001005217,0,0,48,99,62,0
E0001005241,1,0,98,75,98,1
E0001003635,1,0,47,61,77,0
E0000511599,0,0,52,54,79,0
E0000511706,1,0,56,58,73,0
E0000511969,1,0,57,46,73,0
E0000512592,1,1,57,59,79,0
E0000513097,0,0,59,55,76,0
E0000513575,1,1,77,61,72,1
E0000513645,1,0,59,55,69,0
E0000513734,1,1,94,62,94,1
E0000513818,0,0,70,88,98,0
E0000514474,1,0,50,50,61,0
E0001002947,1,0,51,49,72,0
E0001003068,1,0,97,47,79,0
E0001003213,0,0,47,50,73,0
E0001003616,1,1,74,42,92,0
E0000511482,0,0,56,58,66,0
E0000506611,0,0,46,52,66,0
E0000507187,0,2,90,97,76,0
E0000507379,1,0,46,88,67,0
E0000507416,1,0,78,94,87,0
E0000507449,0,0,85,93,78,0
E0000507487,1,1,53,54,74,0
E0000507749,1,0,92,94,66,0
E0000508418,1,2,53,61,93,0
E0000508901,0,0,52,67,64,0
E0000509763,0,1,92,47,77,0
E0000510015,1,0,72,45,60,0
E0000510461,1,0,52,50,69,0
E0000510789,1,2,51,44,72,0
E0000511106,0,0,53,46,65,0
E0000506096,0,0,70,82,65,0
E0000502697,1,2,53,59,96,0
E0000502818,0,0,56,55,62,0
E0000503052,1,0,62,60,76,0
E0000503385,0,1,50,49,70,0
E0000503755,0,2,85,81,72,1
E0000503769,1,0,58,79,100,0
E0000504021,1,0,61,71,71,0
E0000504162,1,1,80,87,65,0
E0000504462,0,2,55,48,73,0
E0000505215,1,0,50,87,69,0
E0000505318,1,1,42,79,96,0
E0000505604,0,1,74,55,74,0
E0000505848,0,1,55,73,76,0
E0000502167,1,0,50,100,73,0
E0000497195,1,0,85,89,72,0
E0000497419,1,1,56,80,69,0
E0000498675,0,0,90,50,77,1
E0000498853,0,0,77,62,68,0
E0000498867,1,0,55,83,79,0
E0000498961,0,0,51,56,98,0
E0000499199,1,0,41,48,71,0
E0000499625,0,0,80,47,99,1
E0000499663,0,1,59,83,76,0
E0000499855,1,0,59,82,73,0
E0000500285,1,0,64,41,66,0
E0000500509,1,1,52,60,100,0
E0000501484,1,2,57,57,69,0
E0000497162,1,0,54,53,72,0
E0000494995,1,0,52,64,67,0
E0000495415,1,0,48,78,64,0
E0000496717,0,0,47,85,72,0
E0000496793,0,1,48,51,75,0
E0000497002,0,0,41,70,78,0
E0001337253,1,0,88,52,60,0
E0001337394,1,0,54,68,70,0
E0001372075,1,1,58,55,79,0
E0001005306,0,2,51,65,75,0
E0001261294,0,1,55,61,61,0
E0001261378,0,0,55,68,67,0
E0001261842,1,0,60,52,66,0
E0001261931,1,0,75,100,73,1
E0001262239,0,1,49,62,64,0
E0001298541,1,0,52,51,75,0
E0001298593,0,1,42,86,63,0
E0001298625,1,1,49,93,72,0
E0001298728,1,0,45,45,75,0
E0001318212,1,1,41,47,73,0
E0001337075,0,0,49,56,98,0
E0001337089,1,2,63,55,71,0
E0001337197,1,0,97,57,74,0
E0001002971,1,0,87,47,69,0
E0001003368,0,0,72,82,73,1
E0001003579,0,0,85,62,63,0
E0001003738,1,1,75,73,61,0
E0001003827,1,1,88,75,67,1
E0001004018,0,1,93,70,75,0
E0001004061,1,2,50,53,73,0
E0001004318,0,1,85,74,62,0
E0001004407,1,1,57,73,69,0
E0001004604,0,2,50,92,61,0
E0001004661,1,1,90,72,90,0
E0001005082,0,0,41,99,60,0
E0001005288,1,2,50,73,72,0
E0000512802,0,0,51,55,83,0
E0000512919,1,0,45,96,66,0
E0000513148,0,0,79,87,79,0
E0000513186,0,0,55,41,74,0
E0000513345,0,0,56,87,70,1
E0000513448,0,1,56,68,63,0
E0000513894,1,0,53,98,79,1
E0000513912,0,1,80,58,83,1
E0000513931,1,0,44,61,77,0
E0000513945,1,0,51,46,76,1
E0000514174,0,2,59,86,82,0
E0000514328,0,0,84,81,67,0
E0000514366,1,1,76,57,63,0
E0000510704,0,1,60,66,69,1
E0000510864,0,1,79,86,75,1
E0000510929,0,2,45,52,71,1
E0000510991,1,1,71,88,76,0
E0000511425,0,1,41,57,74,1
E0000511617,0,1,87,88,73,1
E0000511655,1,2,59,71,67,1
E0000512038,1,0,42,58,66,1
E0000512062,0,1,58,82,79,1
E0000512357,1,1,85,43,77,0
E0000512376,0,0,49,69,75,0
E0000512498,1,0,52,41,73,0
E0000509017,0,2,56,87,62,0
E0000509074,0,2,50,74,65,0
E0000509144,0,1,91,89,79,1
E0000509163,0,0,48,44,68,1
E0000509425,0,0,80,90,69,1
E0000509444,1,2,89,79,66,1
E0000509477,1,1,55,89,67,1
E0000509674,1,0,49,46,72,0
E0000510086,0,0,80,55,75,1
E0000510091,1,0,53,52,76,0
E0000510156,0,2,58,42,100,0
E0000510278,0,0,55,72,61,1
E0000510301,0,1,57,80,75,1
E0000510329,1,2,58,52,76,1
E0000510629,0,1,89,48,67,1
E0000506311,1,0,54,58,77,0
E0000506428,0,0,44,88,95,0
E0000506677,1,1,50,88,74,1
E0000506709,0,2,50,51,71,0
E0000507257,1,1,51,79,73,0
E0000507505,0,1,81,55,72,0
E0000507651,1,1,43,97,77,0
E0000507679,1,1,56,47,70,0
E0000508489,0,0,54,52,64,0
E0000508494,0,1,56,53,92,0
E0000508507,0,0,96,46,78,1
E0000508831,0,2,91,50,78,0
E0000502715,1,2,100,48,87,0
E0000502791,0,2,53,89,91,1
E0000502931,0,0,67,100,99,0
E0000503582,1,1,74,42,78,0
E0000503647,0,0,76,98,67,0
E0000504316,1,0,70,66,64,0
E0000504368,0,0,65,45,75,0
E0000505304,0,0,69,56,67,0
E0000505431,0,0,59,79,60,0
E0000505572,0,1,76,52,74,0
E0000505586,1,0,51,48,70,0
E0000506006,1,0,54,97,79,0
E0000500533,0,2,52,59,72,0
E0000500566,0,1,54,62,83,0
E0000500585,0,1,88,56,65,0
E0000500993,0,1,55,53,81,0
E0000501057,1,1,45,97,62,0
E0000501062,1,0,58,50,75,0
E0000501151,0,2,42,70,93,0
E0000501784,0,0,74,63,78,0
E0000501849,1,1,75,44,70,0
E0000502101,0,0,56,51,77,0
E0000502204,1,1,87,93,70,0
E0000502237,0,1,54,83,73,0
E0000502486,1,0,50,81,72,0
E0000502626,0,1,98,63,70,0
E0000502678,1,1,53,71,68,0
E0000499011,0,0,51,97,69,0
E0000499039,0,0,62,63,76,0
E0000499325,0,1,91,67,75,0
E0000499339,0,1,60,79,68,1
E0000499428,0,0,51,53,79,0
E0000499471,0,0,59,44,72,0
E0000499611,1,1,55,82,64,0
E0000499658,0,1,68,81,92,0
E0000499771,0,0,53,77,86,0
E0000499944,0,2,79,88,71,0
E0000500139,0,0,54,51,71,0
E0000500163,0,0,56,75,61,0
E0000500247,0,1,57,100,68,0
E0000500514,1,1,41,85,81,0
E0000707738,0,0,51,58,83,0
E0000907676,1,1,51,49,75,0
E0000907681,1,2,55,48,81,0
E0000907892,0,0,80,44,99,0
E0000907943,1,2,75,54,74,1
E0001434656,0,2,58,60,64,0
E0000455288,0,0,82,85,79,1
E0000593844,1,1,60,53,69,0
E0001176539,0,1,65,94,86,0
E0001284909,1,0,49,56,72,0
E0001180178,0,0,84,81,92,1
E0001206481,1,0,59,45,79,0
E0001182473,0,0,55,66,82,0
E0001081071,1,1,53,66,89,0
E0000654607,0,0,62,92,73,0
E0000563663,0,2,50,59,62,0
E0000656795,0,0,97,91,67,0
E0000753232,1,1,60,45,65,0
E0000600558,0,1,49,53,82,1
E0000602215,1,1,52,46,73,0
E0000602407,0,0,94,92,68,0
E0000539236,0,0,57,80,60,0
E0000927156,0,0,95,50,64,0
E0000927489,1,2,98,59,66,0
E0000654945,0,1,60,57,73,0
E0001431607,0,0,76,79,78,0
E0001267667,1,0,51,100,80,0
E0000585433,0,1,58,65,80,1
E0000496347,1,1,85,44,91,0
E0000496371,0,1,86,60,79,0
E0000496258,1,1,69,91,63,1
E0000496263,0,0,45,42,88,0
E0000496296,0,0,48,56,80,0
E0000496169,1,1,49,46,61,0
E0000496174,0,2,73,86,70,0
E0000496188,1,0,59,48,73,0
E0000496099,1,0,41,48,62,0
E0000496014,1,0,77,82,63,0
E0000496033,1,1,89,70,71,1
E0000496047,1,2,46,45,72,0
E0000496066,0,0,74,43,74,0
E0000495894,0,1,55,46,65,0
E0000495945,1,0,65,53,63,0
E0000495772,0,0,65,52,100,0
E0000495804,0,0,54,69,90,0
E0000495683,1,1,84,86,75,0
E0000495729,0,1,95,75,70,0
E0000495753,0,2,98,46,76,0
E0000495575,0,1,74,59,78,0
E0000495612,0,1,74,96,63,1
E0000495631,1,2,58,62,65,0
E0000495486,0,1,41,93,71,0
E0000495504,0,1,91,47,74,0
E0000495542,0,0,94,83,72,0
E0000495556,0,0,52,94,98,0
E0000495397,0,1,61,85,71,0
E0000495434,1,1,50,63,65,1
E0000495312,0,0,56,77,81,0
E0000495345,0,0,72,65,63,0
E0000495359,1,1,75,76,72,0
E0000495383,0,2,72,94,63,0
E0000494873,0,0,76,56,71,0
E0000494892,1,0,91,91,78,0
E0000494905,1,0,65,56,73,0
E0000494943,1,2,83,51,96,1
E0000494962,0,0,44,41,72,0
E0000495026,0,0,61,87,63,0
E0000495031,0,0,45,98,79,0
E0000495045,0,1,80,76,60,0
E0000495101,0,0,79,44,74,0
E0000495134,0,2,52,76,87,0
E0000495186,0,0,77,43,63,0
E0000495237,0,1,65,86,67,0
E0000495256,0,1,51,44,74,0
E0000495275,1,0,52,96,75,1
E0000495289,1,1,56,50,78,0
E0000434257,1,1,44,99,78,1
E0000495172,0,0,55,54,64,0
E0000495223,1,0,66,48,63,0
E0000495261,1,1,59,60,67,0
E0000495331,0,2,48,69,93,0
E0000495561,1,2,64,78,73,0
E0000495748,0,1,100,43,74,0
E0000495767,1,1,75,73,75,0
E0000496652,0,0,58,56,67,0
E0000496699,0,0,45,65,60,0
E0000496722,1,0,57,92,80,0
E0000496971,1,1,67,45,65,0
E0000497143,1,1,49,52,88,0
E0000497251,0,0,41,56,79,0
E0000497349,1,0,83,53,62,1
E0000497354,0,0,41,92,69,0
E0000497457,0,1,50,98,71,0
E0000498759,1,0,54,90,79,0
E0000498764,0,1,95,62,79,0
E0000498994,0,1,48,92,76,0
E0000831327,0,1,52,75,94,0
E0000730736,0,0,89,49,67,1
E0000751748,1,1,46,81,97,0
E0000752999,0,0,79,92,85,1
E0000752741,1,1,92,45,63,1
E0001242459,0,2,44,51,64,0
E0000749978,1,1,98,51,78,0
E0000751078,1,1,71,53,71,0
E0000755363,1,2,43,71,92,1
E0000912232,0,2,63,73,76,0
E0001334345,1,2,87,60,73,1
E0000765389,1,0,56,88,63,0
E0000760439,1,0,46,59,78,0
E0000755382,0,1,75,100,66,0
E0000778595,0,1,56,56,60,0
E0000763806,1,2,58,62,66,0
E0000770231,1,0,59,91,72,0
E0000755747,0,1,75,91,96,1
E0000757437,1,1,60,46,75,0
E0000762659,0,2,43,100,93,0
E0000767979,1,1,85,55,98,1
E0000777588,1,0,53,65,72,0
E0000759235,1,2,58,41,68,0
E0000758603,0,1,57,56,60,0
E0000772521,1,1,54,50,95,0
E0000763882,0,1,96,79,67,0
E0000768934,1,0,94,55,73,0
E0000776389,1,0,97,74,84,1
E0000776459,1,1,63,87,93,0
E0000776548,1,1,72,62,79,0
E0000776553,0,2,72,47,95,0
E0000776867,0,0,52,59,61,0
E0000776572,0,1,81,53,80,1
E0000776431,0,0,67,44,70,0
E0000778008,0,1,73,62,73,1
E0000776783,0,0,69,50,86,0
E0000753143,0,0,88,54,66,0
E0000753846,1,0,82,79,73,0
E0000749856,1,0,48,54,71,0
E0000767519,1,0,54,58,77,0
E0000766611,1,0,82,58,78,0
E0000758796,1,2,55,98,64,1
E0000762429,0,1,57,73,69,0
E0000759727,0,1,42,58,64,0
E0000751964,0,1,50,54,78,0
E0000778135,1,1,59,55,74,0
E0000776989,0,1,54,57,80,0
E0000776318,1,1,88,84,74,0
E0000776591,0,1,44,87,79,0
E0000776248,0,1,77,54,71,0
E0000775743,1,0,99,92,77,0
E0000776707,1,1,78,59,67,0
E0000776464,0,2,97,55,92,1
E0000776394,0,2,56,58,72,0
E0000774309,0,0,71,55,70,0
E0000755569,0,1,46,78,80,1
E0000755574,1,0,68,92,61,0
E0000776037,0,2,64,58,76,1
E0000758758,0,1,51,53,66,0
E0000756951,0,1,52,85,73,0
E0000755517,1,1,59,52,94,0
E0001045331,1,0,53,57,70,0
E0000759146,1,0,45,47,74,0
E0000764954,1,0,73,44,87,0
E0001242604,0,0,56,58,75,0
E0000757264,1,0,88,55,76,0
E0000764087,0,0,42,91,76,1
E0000761451,1,1,84,51,78,0
E0000759573,1,0,48,44,89,0
E0000940878,1,0,55,85,82,0
E0000940986,0,2,62,75,86,0
E0000756608,0,1,64,43,64,0
E0000765656,1,0,56,79,78,1
E0000768194,0,1,60,45,74,1
E0000767027,0,0,56,90,100,0
E0000757029,1,1,79,60,75,0
E0000755658,1,0,52,71,99,0
E0000769303,0,1,46,84,72,1
E0000763717,1,0,52,47,78,0
E0000753387,1,1,41,70,70,1
E0000750816,0,1,67,69,76,1
E0000752333,0,2,66,53,80,1
